date,raw_description,amount,channel,category
2025-09-25,UPI-PRACTO-821467@oksbi,504.12,UPI,Health & Fitness
2025-09-27,POS 146639 DOMINOS PIZZA INDIA MUM,520.85,POS,Dining
2026-05-22,UPI-INDRAPRASTHAGAS-732157@apl,517.36,UPI,Utilities & Bills
2025-11-03,ACH-ASPECTRATIOSALARY-386329,82493.05,ACH,Income
2026-01-11,UPI-SONY LI LTD-380466@upi,363.66,UPI,Subscriptions
2025-08-03,UPI-SBIPERSONALLOANEMI INDIA-940863@ibl,14509.82,UPI,Transfers & Payments
2026-03-21,UPI-SONYLIV PVT LTD-532288@ybl,732.06,UPI,Subscriptions
2025-12-28,POS 661583 BSES RAJDHANI POWER INDIA BLR,3056.65,POS,Utilities & Bills
2026-01-07,IMPS-253012-RENTTRANSFERLANDLORD PVT LTD,10475.91,IMPS,Rent
2026-01-05,IMPS-305850-NOBROKER RENT ,11187.82,IMPS,Rent
2026-05-09,POS 316376 CULT FIT PVT LTD BLR,2397.77,POS,Health & Fitness
2026-04-01,POS 801230 PLAYSTATIONSTORE MUM,856.45,POS,Entertainment
2025-09-28,UPI-BURGER KI INDIA-174208@upi,420.76,UPI,Dining
2026-05-05,UPI-MCDONALDS-48897@upi,248.33,UPI,Dining
2026-04-29,NEFT-NATURESBASKET PVT LTD-N700352,972.35,NEFT,Groceries
2025-07-15,UPI-PVRCINEMAS LTD-352359@ibl,1187.1,UPI,Entertainment
2026-06-18,POS 315465 ZOMATO MUM,120.42,POS,Dining
2025-10-16,UPI-JIOMART-147034@oksbi,905.13,UPI,Groceries
2026-03-09,POS 198227 MAX HOSPITAL PVT LTD DEL,6541.87,POS,Health & Fitness
2025-10-31,UPI-BOOKMYSHOW-31610@okaxis,1483.82,UPI,Entertainment
2026-02-21,UPI-RELIANCE FRESH LTD-579143@oksbi,1118.36,UPI,Groceries
2025-12-24,POS 550005 RAPIDOBIKE MUM,79.35,POS,Transport
2025-12-27,POS 85145 DELHIJALBOARD PVT LTD MUM,439.59,POS,Utilities & Bills
2026-05-17,POS 340926 FKRT*FLIPKART LTD DEL,229.5,POS,Shopping
2025-12-31,UPI-HOTSTAR LTD-723089@oksbi,884.55,UPI,Subscriptions
2026-02-02,NEFT-IMPS IN INDIA-N478760,879.23,NEFT,Income
2025-09-10,UPI-LEETCODE PREMIUM PVT LTD-871795@oksbi,3973.04,UPI,Shopping
2025-11-09,POS 790847 DECATHLON LTD NOIDA,503.72,POS,Shopping
2026-06-01,UPI-BLINKI-618774@ibl,883.29,UPI,Groceries
2026-02-06,UPI-RELIANCEDIGITAL LTD-968780@ibl,14933.17,UPI,Shopping
2025-07-31,POS 747876 PAYTMUPI MUM,10447.81,POS,Transfers & Payments
2025-09-03,UPI-PRACTO INDIA-463121@ybl,528.96,UPI,Health & Fitness
2025-10-19,IMPS-868995-DOMINOSPIZZA LTD,580.68,IMPS,Dining
2025-12-05,NEFT-FDMATURITYPROCEEDS-N690512,17660.75,NEFT,Income
2025-11-02,UPI-DOMINOS -901748@upi,261.52,UPI,Dining
2025-11-08,UPI-BIGBASKET PVT LTD-805371@okaxis,809.45,UPI,Groceries
2025-12-17,UPI-MYNTRA-785845@okaxis,1823.0,UPI,Shopping
2026-06-28,UPI-BLINKIT PVT LTD-261813@oksbi,801.61,UPI,Groceries
2026-06-17,POS 697749 OLA CABS LTD GZB,178.31,POS,Transport
2025-07-09,UPI-FAASOS INDIA-635343@ybl,170.15,UPI,Dining
2026-02-17,POS 534970 CULTFIT LTD DEL,2271.79,POS,Health & Fitness
2025-07-28,UPI-EATCLUB INDIA-240691@apl,283.91,UPI,Dining
2026-01-20,UPI-EATCLUB-826068@okaxis,218.58,UPI,Dining
2025-08-28,POS 144559 SONY LIV PVT LTD GZB,483.83,POS,Subscriptions
2025-11-27,UPI-AMAZONPAYINDIA-777454@ibl,3590.81,UPI,Shopping
2025-11-18,UPI-MCDONALDS-849155@ybl,150.02,UPI,Dining
2026-03-24,POS 582908 CULTFIT INDIA GZB,502.93,POS,Health & Fitness
2025-07-29,UPI-DMART PVT LTD-528432@oksbi,1012.09,UPI,Groceries
2025-07-25,UPI-IRCTC-819802@upi,1668.43,UPI,Transport
2025-11-30,POS 746520 NATURES BASKET BLR,398.0,POS,Groceries
2025-11-02,UPI-AJIO LTD-469091@ybl,415.92,UPI,Shopping
2025-11-02,NEFT-NOBROKERRENTPAY-N106434,15951.23,NEFT,Rent
2026-04-01,UPI-ZOMATO LTD-380230@apl,163.46,UPI,Dining
2026-06-16,POS 549375 WOW MOMO INDIA DEL,230.92,POS,Dining
2025-07-05,UPI-SPOTIFYINDIA-710609@upi,156.02,UPI,Subscriptions
2025-11-03,UPI-APPLE MUSIC-14243@oksbi,155.11,UPI,Subscriptions
2026-02-05,UPI-TATA P-25258@okaxis,558.61,UPI,Utilities & Bills
2026-02-28,POS 120684 BLINKIT INDIA NOIDA,152.47,POS,Groceries
2026-06-09,POS 110261 JIO RECHAR PVT LTD BLR,188.91,POS,Utilities & Bills
2025-08-26,UPI-HALDIRAM-791075@paytm,254.86,UPI,Dining
2026-01-03,UPI-DR LAL PATHLA LTD-647798@oksbi,707.88,UPI,Health & Fitness
2026-02-18,UPI-OLA CA LTD-461524@oksbi,306.5,UPI,Transport
2025-09-11,UPI-PRACTO LTD-614054@okaxis,380.32,UPI,Health & Fitness
2026-01-12,POS 571323 BARBEQUE NATION INDIA BLR,2743.74,POS,Dining
2025-08-20,UPI-INDIANOILPETROL-502038@upi,705.2,UPI,Transport
2025-10-20,POS 700627 HDFC CREDIT CARD AUTOPAY PVT LTD NOIDA,23335.0,POS,Transfers & Payments
2025-09-29,POS 1889 REDBUS LTD MUM,1667.3,POS,Transport
2025-08-19,UPI-PIZZA HUT LTD-657628@upi,306.28,UPI,Dining
2026-05-04,UPI-JIOMART-773928@oksbi,372.99,UPI,Groceries
2025-07-07,IMPS-396426-INTERESTCREDITSBAC PVT LTD,651.27,IMPS,Income
2026-03-05,UPI-WATER BILL LTD-396737@ibl,387.31,UPI,Utilities & Bills
2026-04-04,UPI-HDFCHOMELOANEMI-966249@upi,16038.2,UPI,Transfers & Payments
2025-12-24,POS 784097 XBOX STORE LTD BLR,2626.48,POS,Entertainment
2026-05-26,UPI-PLAYSTATIONSTORE-402921@okaxis,1752.91,UPI,Entertainment
2025-07-26,NEFT-SWIGGYINSTAMART LTD-N608135,159.31,NEFT,Groceries
2025-09-19,UPI-VODAFONEIDEA-544785@ybl,149.35,UPI,Utilities & Bills
2026-01-22,POS 351922 TATA PLAY DTH INDIA NOIDA,438.24,POS,Utilities & Bills
2025-11-07,UPI-XBOX STORE INDIA-938835@okaxis,1684.05,UPI,Entertainment
2025-09-08,UPI-FKRT*FLIPKART-116740@okaxis,1632.45,UPI,Shopping
2025-12-30,IMPS-650918-UDEMY O,1142.9,IMPS,Shopping
2026-03-10,UPI-ZMT*ZOMATO PVT LTD-427122@apl,166.15,UPI,Dining
2025-09-25,POS 874257 SBI PERSONAL LOAN EMI PVT LTD MUM,7012.7,POS,Transfers & Payments
2026-05-02,UPI-MORESUPERMARKET INDIA-229504@oksbi,1285.67,UPI,Groceries
2025-10-17,UPI-MYNTRA INDIA-557166@ybl,2152.42,UPI,Shopping
2025-07-07,UPI-MCDONAL INDIA-365966@ybl,434.66,UPI,Dining
2026-06-19,UPI-BOOKMYSHOW-842304@apl,276.18,UPI,Entertainment
2025-07-19,UPI-UDEMY ONLINE COURSE-326553@upi,1342.41,UPI,Shopping
2026-05-04,POS 390620 CAFECOFFEEDAY PVT LTD GZB,280.9,POS,Dining
2025-10-29,POS 575786 UDEMY ONLINE COURSE DEL,460.98,POS,Shopping
2026-05-06,ACH-CREDRENTPAYMENT PVT LTD-815948,28473.27,ACH,Rent
2025-08-05,POS 339345 INDIAN OIL PETROL LTD GZB,2438.57,POS,Transport
2025-11-08,POS 942653 BURGER KING INDIA BLR,477.32,POS,Dining
2026-06-27,IMPS-128416-BURGERKING,343.89,IMPS,Dining
2025-12-31,UPI-FASTAGRECHARGE LTD-759464@apl,446.29,UPI,Transport
2025-10-20,UPI-OLA CABS-255134@paytm,416.25,UPI,Transport
2025-12-20,UPI-CULT FIT-49382@upi,1361.84,UPI,Health & Fitness
2026-04-23,UPI-INOX LE PVT LTD-960097@upi,300.93,UPI,Entertainment
2025-09-29,UPI-IMPS TRANSFER INDIA-507939@upi,18282.5,UPI,Transfers & Payments
2026-03-18,UPI-BLINKIT LTD-227274@ibl,299.21,UPI,Groceries
2026-06-20,UPI-CREDPAYMENT INDIA-689770@ybl,15229.38,UPI,Transfers & Payments
2026-05-30,UPI-HDFCCREDITCARDAUTOPAY LTD-771677@apl,22650.56,UPI,Transfers & Payments
2025-10-26,UPI-EATCLUB-432798@upi,441.34,UPI,Dining
2025-12-05,UPI-BIGBASKET-935868@ibl,420.95,UPI,Groceries
2025-11-29,UPI-DR LAL PATHLABS-916003@apl,590.6,UPI,Health & Fitness
2026-06-20,UPI-APPLEMUSIC PVT LTD-8678@upi,135.11,UPI,Subscriptions
2025-08-16,POS 447480 COURSERA DEL,4880.46,POS,Shopping
2026-04-21,UPI-MEESHO PVT LTD-520037@okaxis,188.87,UPI,Shopping
2026-02-25,POS 872175 AIRTELPAYMENTS PVT LTD BLR,225.54,POS,Utilities & Bills
2026-05-16,POS 405271 OLACABS LTD DEL,267.08,POS,Transport
2025-10-11,UPI-PHARMEASY PVT LTD-647450@okaxis,194.34,UPI,Health & Fitness
2025-09-28,UPI-VODAFONEIDEA INDIA-746668@oksbi,308.21,UPI,Utilities & Bills
2025-09-24,UPI-SONY LIV LTD-243968@ibl,402.07,UPI,Subscriptions
2026-05-17,POS 639404 AIRTEL PAYMENTS LTD DEL,742.74,POS,Utilities & Bills
2026-05-31,UPI-DR LAL PATHLABS LTD-309340@paytm,772.57,UPI,Health & Fitness
2025-11-16,POS 708312 YOUTUBE P PVT LTD GZB,146.42,POS,Subscriptions
2026-02-27,UPI-BIGBASKET-400768@oksbi,2110.58,UPI,Groceries
2026-01-02,UPI-SWIGGY INSTAMART LTD-299087@ybl,705.66,UPI,Groceries
2026-04-10,NEFT-SPENCERSRETAIL-N472614,294.06,NEFT,Groceries
2025-12-25,UPI-UBERINDIA-665379@ibl,353.5,UPI,Transport
2026-03-03,UPI-IMPS TRANSFER-261821@ibl,5876.69,UPI,Transfers & Payments
2025-12-02,IMPS-881286-IMPSINWARDP2P,7557.07,IMPS,Income
2025-09-02,UPI-UBER INDIA-212192@paytm,80.59,UPI,Transport
2025-09-08,UPI-WATER BILL INDIA-223577@okaxis,783.26,UPI,Utilities & Bills
2026-06-07,UPI-PLAYSTATIONSTORE INDIA-451572@oksbi,1714.4,UPI,Entertainment
2026-01-26,UPI-HOTSTAR INDIA-735296@apl,1176.51,UPI,Subscriptions
2025-08-13,UPI-BARBEQUE NATION-462703@paytm,814.36,UPI,Dining
2025-11-11,POS 108614 SBI PERSONAL LOAN EMI INDIA MUM,6538.12,POS,Transfers & Payments
2025-12-01,IMPS-570187-NOBROKER RENT PAY,20598.85,IMPS,Rent
2026-01-13,POS 591322 AMAZON PAY PVT LTD BLR,400.56,POS,Shopping
2026-05-24,UPI-INOX LEISURE-543242@okaxis,300.31,UPI,Entertainment
2025-07-09,UPI-PHONEPE UPI INDIA-429373@apl,10058.52,UPI,Transfers & Payments
2025-12-07,UPI-MAXHOSPITAL PVT LTD-946019@ybl,6510.35,UPI,Health & Fitness
2026-04-01,POS 841472 BOOKS KHARIDO STORE PVT LTD NOIDA,318.56,POS,Shopping
2026-06-15,UPI-HDFC CREDIT CARD AUTOPAY-340451@apl,13957.06,UPI,Transfers & Payments
2025-12-02,POS 798537 DECATH INDIA BLR,1704.21,POS,Shopping
2026-01-25,POS 704776 BIGBASKET NOIDA,480.56,POS,Groceries
2025-08-13,UPI-RELIANCEDIGITAL-892450@apl,1778.69,UPI,Shopping
2025-08-13,UPI-ACT FIBERNET-681024@ybl,700.0,UPI,Utilities & Bills
2025-09-14,POS 482995 JIOMART INDIA MUM,767.1,POS,Groceries
2026-01-15,POS 55112 BOOKMYSHOW LTD BLR,926.11,POS,Entertainment
2025-10-17,POS 423540 DMART PVT LTD GZB,2024.45,POS,Groceries
2026-04-02,UPI-IRCTC LTD-206705@ybl,602.46,UPI,Transport
2025-07-25,UPI-NETFLI-929942@oksbi,239.89,UPI,Subscriptions
2026-02-02,IMPS-407977-NOBROKER RENT PAY LTD,11200.53,IMPS,Rent
2025-07-22,UPI-HP PETROL -513108@apl,1114.79,UPI,Transport
2026-06-16,UPI-CULTFIT LTD-987656@okaxis,2261.11,UPI,Health & Fitness
2025-10-06,UPI-PVR CINEM PVT LTD-921835@apl,979.98,UPI,Entertainment
2026-02-24,UPI-SBI PERSONAL  PVT LTD-27237@okaxis,12605.92,UPI,Transfers & Payments
2025-12-29,UPI-CAFECOFFEEDAY-467775@okaxis,111.97,UPI,Dining
2025-10-15,POS 63280 HALDIRAM LTD GZB,238.47,POS,Dining
2025-11-20,UPI-APOLLO PHARMACY INDIA-391700@oksbi,278.5,UPI,Health & Fitness
2025-11-12,POS 840374 RELIANCEDIGITAL MUM,17716.35,POS,Shopping
2025-10-01,UPI-RELIANCE DIGITAL LTD-988220@oksbi,8205.64,UPI,Shopping
2026-06-09,NEFT-FAASOS-N273869,191.79,NEFT,Dining
2025-08-01,NEFT-CRED RENT PAYMENT PVT LTD-N614327,29586.16,NEFT,Rent
2025-08-10,UPI-AMAZON PRIME-527242@ibl,718.95,UPI,Subscriptions
2025-08-14,IMPS-226482-BLUSMAR,402.37,IMPS,Transport
2025-08-09,UPI-MEESHO PVT LTD-494233@oksbi,339.7,UPI,Shopping
2026-01-26,POS 756548 FAASOS PVT LTD NOIDA,297.34,POS,Dining
2025-09-14,UPI-LEETCODE PREMIUM-777338@okaxis,7823.13,UPI,Shopping
2026-04-27,IMPS-674084-BLUSMART,322.32,IMPS,Transport
2026-06-20,POS 603146 ZEPTO LTD BLR,297.11,POS,Groceries
2025-11-07,IMPS-562019-ASPECT RA,57134.54,IMPS,Income
2025-07-03,IMPS-558773-ASPECTRATIOSALARY,56038.84,IMPS,Income
2025-11-02,UPI-CAFECOFFEEDAY-879715@paytm,119.25,UPI,Dining
2025-11-11,UPI-PLAYSTATIO LTD-3792@ybl,874.97,UPI,Entertainment
2026-06-10,UPI-BLINKIT LTD-822130@ibl,308.1,UPI,Groceries
2026-04-02,IMPS-434711-RELIANCE FRESH INDIA,325.01,IMPS,Groceries
2025-12-01,IMPS-964298-NOBROKERRENTPAY LTD,12685.99,IMPS,Rent
2025-12-29,UPI-CROMA R PVT LTD-945454@oksbi,24270.24,UPI,Shopping
2026-05-15,UPI-AIRTEL PAYMENTS-383394@upi,172.93,UPI,Utilities & Bills
2025-12-23,UPI-WOW MOMO-61697@apl,183.33,UPI,Dining
2026-04-10,NEFT-OLA CABS PVT LTD-N379542,353.97,NEFT,Transport
2026-02-03,IMPS-226582-RENT TRANSFER LANDLORD LTD,15789.67,IMPS,Rent
2025-12-07,UPI-BAJAJ FINSERV E-575338@upi,5515.29,UPI,Transfers & Payments
2025-08-03,IMPS-199263-PVR CINEMAS INDIA,360.43,IMPS,Entertainment
2025-09-19,UPI-PVRCINEMAS-919868@okaxis,596.77,UPI,Entertainment
2025-07-27,IMPS-182811-PVR CINEMAS,303.61,IMPS,Entertainment
2025-11-29,NEFT-INDIANOILPETROL-N311087,1809.46,NEFT,Transport
2026-05-25,UPI-MCDONALDS LTD-891214@paytm,558.07,UPI,Dining
2025-12-05,UPI-UBERINDIA INDIA-463370@ibl,83.25,UPI,Transport
2026-01-25,UPI-BOOKMYSHOW-318801@upi,966.88,UPI,Entertainment
2026-06-28,POS 930400 REDBUS PVT LTD MUM,420.05,POS,Transport
2025-08-20,UPI-VODAFONEIDEA-900349@ibl,209.55,UPI,Utilities & Bills
2025-08-12,UPI-BARBEQUE NATION-25020@oksbi,2877.24,UPI,Dining
2026-01-06,ACH-IMPS INWARD P2P-62733,8112.65,ACH,Income
2025-09-02,ACH-FD MATURITY PROCEEDS LTD-839925,59291.12,ACH,Income
2026-03-15,UPI-RAPIDO BIKE LTD-721386@paytm,104.07,UPI,Transport
2026-01-12,UPI-LEETCODE PREMIUM-817942@oksbi,12068.31,UPI,Shopping
2026-03-12,UPI-MCDONALDS-782981@paytm,150.06,UPI,Dining
2026-05-21,POS 517189 VODAFONE IDEA PVT LTD BLR,640.04,POS,Utilities & Bills
2025-10-12,UPI-TATAPLAYDTH-49891@upi,518.47,UPI,Utilities & Bills
2025-12-05,ACH-INTEREST PVT LTD-845168,169.59,ACH,Income
2025-12-27,UPI-AJIO PVT LTD-196314@upi,2440.96,UPI,Shopping
2026-05-25,POS 958903 HPPETROLPUMP LTD GZB,898.87,POS,Transport
2025-07-15,UPI-APOLLOPHARMACY LTD-275881@paytm,345.21,UPI,Health & Fitness
2025-11-12,POS 358632 DELHI METRO  DEL,87.02,POS,Transport
2026-04-26,UPI-SWIGGY INDIA-722221@okaxis,152.54,UPI,Dining
2025-12-29,UPI-BARBEQUE LTD-540831@ibl,1332.84,UPI,Dining
2026-01-12,POS 654724 SCALERACADEMY BLR,5137.16,POS,Shopping
2025-09-04,UPI-UBER INDIA LTD-885312@ibl,80.22,UPI,Transport
2025-10-08,POS 967897 SWIGGY MUM,301.21,POS,Dining
2025-08-10,NEFT-TATA PLAY DTH-N17173,322.97,NEFT,Utilities & Bills
2025-11-09,UPI-HALDIRAM-616370@apl,492.3,UPI,Dining
2026-04-18,UPI-IRCTC-618738@upi,1549.03,UPI,Transport
2026-01-02,POS 135370 SPENCERSRETAIL INDIA GZB,274.49,POS,Groceries
2026-01-26,IMPS-348478-OLA CA,303.03,IMPS,Transport
2025-07-05,UPI-BURGER KING PVT LTD-907526@ibl,380.52,UPI,Dining
2026-01-28,POS 399456 HP PETROL PUMP PVT LTD BLR,1379.13,POS,Transport
2025-09-20,POS 945840 JIOMAR DEL,1282.27,POS,Groceries
2026-01-08,UPI-MCDONALDS INDIA-942912@ibl,269.0,UPI,Dining
2026-02-02,POS 527785 SNITCH INDIA DEL,1246.18,POS,Shopping
2025-10-21,POS 603440 BLUSMAR PVT LTD MUM,460.72,POS,Transport
2025-12-30,UPI-NYKAA-984174@oksbi,528.64,UPI,Shopping
2025-09-20,UPI-BLUSMART-513276@okaxis,279.98,UPI,Transport
2026-06-17,UPI-MEESHO PVT LTD-553141@oksbi,641.11,UPI,Shopping
2025-12-13,UPI-HDFC CREDIT CARD AUTOPAY-829279@ibl,11424.6,UPI,Transfers & Payments
2026-05-10,UPI-UDEMY ONLIN-805785@okaxis,1976.37,UPI,Shopping
2026-02-11,UPI-AJIO LTD-981801@upi,400.2,UPI,Shopping
2026-03-16,UPI-MAX HOSPITAL-876634@paytm,1989.77,UPI,Health & Fitness
2025-12-15,UPI-SWIGGY INSTAMART LTD-181933@okaxis,171.95,UPI,Groceries
2025-10-19,POS 176524 DELHIJALBOARD NOIDA,287.36,POS,Utilities & Bills
2025-11-08,UPI-WATER BI-87835@apl,441.0,UPI,Utilities & Bills
2025-10-13,UPI-FKRT*FLIPKART PVT LTD-581437@paytm,224.88,UPI,Shopping
2025-11-03,IMPS-419520-RENT TRANSFER LANDLORD,13203.92,IMPS,Rent
2025-12-15,NEFT-BOOKMYSHOW INDIA-N924534,200.32,NEFT,Entertainment
2025-07-21,POS 509093 ZEPTO INDIA MUM,794.0,POS,Groceries
2026-03-02,ACH-NOBROKERRENTPAY PVT LTD-786789,10850.45,ACH,Rent
2026-04-01,ACH-INTERESTCREDITSBAC LTD-746115,635.15,ACH,Income
2026-05-17,UPI-PAYTM UPI LTD-843027@ibl,2742.91,UPI,Transfers & Payments
2025-12-30,POS 585143 SWIGGY LTD BLR,698.09,POS,Dining
2025-12-11,UPI-SONY L LTD-406041@ybl,420.6,UPI,Subscriptions
2026-03-02,UPI-SPENCERS RETAIL PVT LTD-303589@upi,403.27,UPI,Groceries
2025-12-23,POS 731823 AMZN*AMAZONPAYINDIA GZB,4424.68,POS,Shopping
2026-01-08,UPI-AIRTELPAYMENTS LTD-601400@upi,551.33,UPI,Utilities & Bills
2025-09-23,UPI-DELHIMETRORAIL-451304@okaxis,69.96,UPI,Transport
2026-05-26,UPI-BIGBASKET-499984@okaxis,806.51,UPI,Groceries
2026-04-25,POS 20652 LEETCODE PREMIUM INDIA MUM,3616.88,POS,Shopping
2026-06-28,UPI-INOXLEISURE PVT LTD-234470@apl,467.89,UPI,Entertainment
2026-01-27,UPI-BOOKS KHARIDO STORE LTD-997933@ybl,932.36,UPI,Shopping
2026-03-04,NEFT-NOBROKER RENT PAY LTD-N313956,24968.96,NEFT,Rent
2026-02-24,UPI-BLUSMART-697244@paytm,155.42,UPI,Transport
2025-10-26,UPI-PHONEPE UPI-276597@ybl,8853.03,UPI,Transfers & Payments
2026-03-05,POS 989371 DRLALPATHLABS PVT LTD MUM,970.19,POS,Health & Fitness
2025-10-23,UPI-LEETCODEPREMIUM INDIA-325031@paytm,4125.91,UPI,Shopping
2026-05-14,UPI-BLUSMART LTD-250338@apl,159.4,UPI,Transport
2025-07-10,UPI-BLUSMART-824925@apl,203.25,UPI,Transport
2026-01-02,POS 686371 INOX LEISURE NOIDA,445.77,POS,Entertainment
2025-11-12,POS 815423 WOW MOMO BLR,142.14,POS,Dining
2025-12-01,UPI-DMART-264845@oksbi,2127.57,UPI,Groceries
2025-08-19,UPI-CREDPAYMENT INDIA-702959@ibl,7558.1,UPI,Transfers & Payments
2025-09-02,IMPS-600686-MAX HOSPITAL PVT LTD,1598.49,IMPS,Health & Fitness
2025-11-23,UPI-BURGERKING INDIA-39880@paytm,235.19,UPI,Dining
2025-08-09,UPI-MORE S-795798@paytm,449.77,UPI,Groceries
2026-05-27,UPI-BARBEQUENATION-513629@ibl,1211.48,UPI,Dining
2026-06-14,UPI-DELHIJALBOARD LTD-116177@upi,582.2,UPI,Utilities & Bills
2026-04-26,POS 371085 BSES RAJDHAN LTD BLR,2687.6,POS,Utilities & Bills
2026-06-10,UPI-RELIANCE DIGITAL-624217@oksbi,1080.65,UPI,Shopping
2026-04-02,UPI-DOMINOSPIZZA-225008@ybl,602.74,UPI,Dining
2025-08-08,UPI-MAXHOSPITAL-633921@oksbi,8380.37,UPI,Health & Fitness
2026-05-11,UPI-INDIANOILPETROL INDIA-893407@upi,2629.29,UPI,Transport
2025-08-02,UPI-FASTAG RECHARGE PVT LTD-546427@paytm,230.74,UPI,Transport
2026-02-19,POS 844676 APOLLO PHARMACY LTD MUM,939.1,POS,Health & Fitness
2025-09-17,UPI-COURSERA-539618@ybl,4847.84,UPI,Shopping
2026-02-27,UPI-REDBUS PVT LTD-742911@apl,1295.82,UPI,Transport
2026-03-25,POS 109722 WOWMOMO DEL,264.13,POS,Dining
2025-09-24,POS 338925 SPOTIFYINDIA LTD BLR,170.86,POS,Subscriptions
2026-05-25,UPI-SWIGGY PVT LTD-850359@ibl,703.81,UPI,Dining
2025-11-13,UPI-BLUSMART PVT LTD-396881@okaxis,370.54,UPI,Transport
2025-08-09,UPI-RELIANCEFRESH-837021@apl,814.51,UPI,Groceries
2025-12-23,NEFT-AMAZONPRIME INDIA-N967122,542.16,NEFT,Subscriptions
2025-09-12,POS 866630 AMZN*AMAZONPAYINDIA GZB,248.26,POS,Shopping
2026-02-05,POS 817415 TATA P MUM,671.48,POS,Utilities & Bills
2025-09-07,UPI-PHONEPEUPI-274715@upi,5527.16,UPI,Transfers & Payments
2025-07-31,UPI-RELIANCE FRESH-194550@oksbi,237.12,UPI,Groceries
2025-07-01,UPI-MORE SUPERMA PVT LTD-492481@oksbi,202.78,UPI,Groceries
2026-03-05,POS 814149 ACT FIBERN LTD NOIDA,813.83,POS,Utilities & Bills
2026-02-01,UPI-INOX LEISURE-668427@oksbi,330.98,UPI,Entertainment
2026-04-06,UPI-DOMINOS PI INDIA-589161@paytm,487.24,UPI,Dining
2025-10-22,POS 406927 BARBEQUENATION LTD MUM,1741.96,POS,Dining
2026-02-25,UPI-DRLALPATHLABS-643645@paytm,818.66,UPI,Health & Fitness
2025-07-11,UPI-IRCTC PVT LTD-835755@apl,1012.59,UPI,Transport
2025-10-26,UPI-CREDPAYMENT PVT LTD-854908@upi,29885.0,UPI,Transfers & Payments
2025-07-28,UPI-PLAYSTATIONSTORE-774212@apl,988.95,UPI,Entertainment
2026-04-05,UPI-BSESRAJDHANIPOWER INDIA-488112@paytm,1248.26,UPI,Utilities & Bills
2025-08-04,NEFT-RELIANCE FRESH INDIA-N765019,224.95,NEFT,Groceries
2025-07-02,IMPS-600142-RENTTRANSFERLANDLORD INDIA,20803.63,IMPS,Rent
2026-02-19,POS 540386 PLAYSTATIONSTORE PVT LTD DEL,570.14,POS,Entertainment
2025-10-07,ACH-CRED RENT PAYMENT-243001,21430.88,ACH,Rent
2025-07-04,NEFT-RENTTRANSFERLANDLORD LTD-N929398,22910.23,NEFT,Rent
2025-12-03,UPI-NOBROKERRENTPAY LTD-809964@upi,19969.24,UPI,Rent
2025-12-03,POS 158854 DOMINOSPIZZA GZB,282.89,POS,Dining
2026-05-22,UPI-HALDIRAM INDIA-594768@ibl,100.06,UPI,Dining
2026-03-10,UPI-SPENCERS RETAIL-899650@oksbi,835.65,UPI,Groceries
2026-02-17,UPI-RELIANCE FRESH-319205@paytm,221.82,UPI,Groceries
2025-12-01,NEFT-IMPS INWARD P2P PVT LTD-N568143,6719.9,NEFT,Income
2025-10-15,UPI-PRACTO INDIA-586750@okaxis,306.65,UPI,Health & Fitness
2026-06-07,UPI-ACT FI-407610@okaxis,740.3,UPI,Utilities & Bills
2026-02-18,POS 884696 FASTAG RECHARGE LTD DEL,526.71,POS,Transport
2025-10-24,UPI-RELIANCEDIGITAL-830680@oksbi,22844.98,UPI,Shopping
2026-03-13,UPI-STEAM PURCHASE PVT LTD-911458@okaxis,336.53,UPI,Entertainment
2026-03-31,UPI-WOW MOMO-319211@upi,290.64,UPI,Dining
2026-04-04,POS 406816 CROMARETAIL PVT LTD DEL,29606.47,POS,Shopping
2025-07-04,IMPS-935281-RENT TRANSFER LANDLORD,27645.58,IMPS,Rent
2026-01-28,POS 113724 DR LAL PATHLABS DEL,1009.36,POS,Health & Fitness
2026-02-16,UPI-CREDPAYMENT PVT LTD-439648@okaxis,6778.48,UPI,Transfers & Payments
2026-01-15,UPI-SCALER ACADEMY LTD-311423@ibl,7853.62,UPI,Shopping
2026-04-23,POS 271345 HDFCHOMELOANEMI NOIDA,20584.65,POS,Transfers & Payments
2026-02-08,UPI-REDBUS-765321@ibl,446.37,UPI,Transport
2025-08-02,IMPS-500497-CRED RENT PA,10022.81,IMPS,Rent
2026-02-19,POS 43866 NETMEDS INDIA BLR,490.55,POS,Health & Fitness
2026-01-02,NEFT-IMPS INW INDIA-N74147,4765.57,NEFT,Income
2025-12-31,POS 627077 CAFECOFFEEDAY NOIDA,108.92,POS,Dining
2026-05-31,UPI-NETFLIX PVT LTD-212514@ybl,223.18,UPI,Subscriptions
2025-09-12,UPI-AMAZONPRIME-975204@ybl,375.34,UPI,Subscriptions
2025-07-15,POS 594492 REDBUS INDIA MUM,1101.21,POS,Transport
2025-12-24,UPI-NETFLIX LTD-358589@oksbi,329.1,UPI,Subscriptions
2025-08-16,UPI-RAPIDOBIKE PVT LTD-255216@oksbi,121.89,UPI,Transport
2025-11-13,UPI-PIZZAHUT-353669@okaxis,469.63,UPI,Dining
2025-08-29,UPI-CULTFIT-822352@paytm,663.74,UPI,Health & Fitness
2026-03-29,NEFT-DELHI METRO RAIL PVT LTD-N260607,143.44,NEFT,Transport
2026-01-03,IMPS-503971-SNITCH,1120.79,IMPS,Shopping
